Title,Autor,Date,Place,Country,Category,File_Name,MEAN,R_mean,G_mean,B_mean,STD,R_std,G_std,B_std,ASYMMETRY,R_asy,G_asy,B_asy
 Portrait of Claude Renoir,Pierre Auguste Renoir,1902,Sakura, Chiba Pref.,GREEN,img2469.jpg,100.63682729570921,103.20459533117621,109.89318049587116,88.81270606008025,51.728444282529075,61.552168502728435,48.55943903773159,40.604481604617696,1.3008830547332764,0.9329581260681152,0.6828284859657288,1.3008830547332764
 The Corydon Shepherd,Paul Sérusier,1913,Le Havre, Francia,GREEN,img2470.jpg,55.02118697411086,51.81226714572977,65.13731894783044,48.11397482877236,26.169395776176877,33.57878898104635,23.951838593294944,13.890403602568915,2.256948709487915,1.4348857402801514,1.0688748359680176,2.256948709487915
 Eenden,Willem Maris,1880,Amsterdam, Países Bajos,GREEN,img2471.jpg,55.81518643652584,61.20029805346589,66.11584276658944,40.1294184895222,23.24514275986691,21.527156206062426,22.78954839426788,16.033769095277034,3.1160824298858643,1.9141062498092647,1.6217913627624512,3.1160824298858643
 Retrato de Julia Fons,Ramon Casas Carbó,1909,El Vendrell , España,GREEN,img2472.jpg,109.61062172728107,117.50838530555583,115.62784146005369,95.6956384162337,49.48456535722535,47.939721088057134,48.01072446299089,49.50466382999746,1.7038538455963137,0.9405150413513184,1.0812848806381226,1.7038538455963137
 Pan and the Wolf,Julian Alden Weir,1907,Washington,Estados Unidos,GREEN,img2473.jpg,69.40871091876002,72.16802253774155,89.4744970347763,46.58361318376221,38.28447650915237,44.144864612493535,29.217539835267978,25.75723314686775,1.6209930181503296,0.4729015231132507,0.7975008487701416,1.6209930181503296
" View from the Artist's Window, Grove Street",Robert Frederick Blum,1900,New York City, Estados Unidos,GREEN,img2474.jpg,109.38881687064276,108.25273300737987,118.97236881054212,100.94134879400629,25.344105814741308,27.65042444518105,21.112695746713445,23.498602803561482,1.0937083959579468,0.8508358001708984,1.3801275491714478,1.0937083959579468
 Avenue of the Villa des Fleurs in Trouville,Gustave Caillebotte,1883,Potsdam, Alemania,GREEN,img2475.jpg,96.3089310564226,99.10778919862406,108.53305637497576,81.28594759566802,40.13958609446372,42.45109487605179,37.04820396220325,35.720321439456136,0.6394001841545105,0.20734554529190066,0.4128976762294769,0.6394001841545105
 Inside a Forest II,Emily Carr,1929,Toronto, Canadá,GREEN,img2476.jpg,55.674257503223814,43.34241443721994,69.8458185752636,53.83453949718788,23.236024397240662,27.159403602190384,18.88365734895816,13.00848613417882,2.7241759300231934,1.1783937215805054,1.687536597251892,2.7241759300231934
 Spring Woods,Henry Ward Ranger,1895,New York City, Estados Unidos,GREEN,img2477.jpg,94.729764857591,112.57810123610528,112.74064244812136,58.87055088854638,42.70677711690167,35.215534432832186,36.121807721215404,31.588756340829743,1.154273271560669,0.4196982681751251,0.4345799684524536,1.154273271560669
 Jan Verkade (1868-1946) Painting under a Tree at Hattem,Richard Roland Holst,1891,Amsterdam, Países Bajos,GREEN,img2478.jpg,78.69366500287506,83.53384233788239,91.06766426114383,61.47948840959896,39.88130969374193,41.397589476626294,39.52696293107752,31.97724699801341,1.395580768585205,0.6706565022468567,0.6102437973022461,1.395580768585205
" Count Giacomo Durazzo (1717–1794) in the Guise of a Huntsman with His Wife (Ernestine Aloisia Ungnad von Weissenwolff, 1732–1794)",Martin van Meytens the Younger,1760,New York City, Estados Unidos,GREEN,img2479.jpg,79.97730234393873,77.95619022343803,90.13727811858854,71.83843868978963,48.26532328451566,50.54241485867326,47.44486361892273,44.8276968869256,2.3776087760925293,0.6325816512107849,1.3041067123413086,2.3776087760925293
 The Garden at Vétheuil,Claude Monet,1881,Potsdam, Alemania,GREEN,img2480.jpg,93.08433620158758,96.75606569425022,104.55093958292929,77.9460033275832,40.31579404474634,43.97831716692167,37.54037033750776,34.037982456179385,0.6969017386436462,0.09221221506595613,0.30802929401397705,0.6969017386436462
" Church Bell, Ward, Colorado",Georgia O'Keeffe,1917,Santa Fe, Estados Unidos,GREEN,img2481.jpg,86.96927939790476,90.96627504618809,96.78498300482808,73.1565801426982,47.99783322345636,63.1413715395331,42.14933718126612,29.0665079688054,1.7908172607421875,1.5048218965530396,1.4939731359481812,1.7908172607421875
 Summer,Thomas Wilmer Dewing,1890,Washington, Estados Unidos,GREEN,img2482.jpg,140.05849129146296,138.64773550817094,150.62020639181782,130.90753197440006,24.018565125552726,25.61375905847877,17.14497936246735,24.153246727144584,1.6851211786270142,0.916148841381073,1.56564462184906,1.6851211786270142
 Arrival of the Boats,Jacob Maris,1884,Amsterdam, Países Bajos,GREEN,img2483.jpg,128.9878635078443,137.97518602823342,133.51203952270617,115.47636497259336,55.88079371956065,53.9453108997422,56.44635614621564,54.66169502093742,1.8709217309951784,1.8055403232574463,1.7268692255020142,1.8709217309951784
 Chiayi Park (Benten Pond),Chen Cheng-po,1937,Taichung City, Taiwán,GREEN,img2484.jpg,84.08648654166113,82.84229705314947,91.95468974879809,77.46247282303584,39.59831204083195,43.418851424695816,34.93654646005254,38.61328560116857,1.0000691413879397,0.2053231745958328,0.7854813933372498,1.0000691413879397
 Otis Skinner as Col. Philippe Bridau,George Luks,1919,Washington,Estados Unidos,GREEN,img2485.jpg,61.72962195524435,56.022650021945715,71.4768549234962,57.68936092029112,28.11559275102389,27.829317483740567,25.76596200283189,28.092742288119155,1.7863543033599854,3.306952714920044,1.4695355892181396,1.7863543033599854
 Springtime in Rome,Baldomer Galofre,1874,Barcelona, España,GREEN,img2486.jpg,130.7377537792567,136.16822668395105,145.7011197419592,110.34391491185987,47.412560426533396,38.01789033959282,36.40923129229427,57.4765998366138,3.0422632694244385,0.8766950368881226,2.670948505401612,3.0422632694244385
 Study of Boats on the Beach at Etretat,Claude Monet,1885,Giverny, Francia,GREEN,img2487.jpg,109.4038318243526,120.65645255131727,120.47118986618216,87.08385305555842,54.057056968733825,52.959070331850654,55.78870439206835,45.849364409039794,1.034977674484253,1.1276243925094604,1.247815728187561,1.034977674484253
" Farm in Normandy, c. 1885-86",Paul Cézanne,1885,Vienna, Austria,GREEN,img2488.jpg,106.18713742782579,100.9246904633098,123.91239065418651,93.72433116598108,47.434663573666974,53.30822572559421,41.77239811992475,40.81963082179057,0.6625928282737732,0.06221478059887886,0.5417688488960266,0.6625928282737732
 View of Vernon,Claude Monet,1886,Norfolk, Estados Unidos,GREEN,img2489.jpg,133.86227616218736,138.02734538476454,139.49511580193735,124.06436729986015,38.122183723233945,38.82625394634237,31.52874811161467,41.39187142884494,1.3313874006271362,0.9668062925338744,1.1950432062149048,1.3313874006271362
 The Last March,Frederic Remington,1906,Ogdensburg, Estados Unidos,GREEN,img2490.jpg,116.4978445562712,110.932825689759,137.78848411232124,100.77222386673336,61.50420451120701,61.559914173592645,63.28065479994856,53.1289120812508,2.1743052005767822,3.3611977100372314,3.1508774757385254,2.1743052005767822
 Classic composition,André Derain,1907,Oklahoma City, Estados Unidos,GREEN,img2491.jpg,104.91530314010895,115.51124335248905,111.59395318927416,87.64071287856363,66.19976592943479,87.35994554715082,54.0270767464876,46.273665679261036,0.346365749835968,1.6390621662139893,0.7644327282905579,0.346365749835968
 Windflowers,Ruger Donoho,1912,New York City, Estados Unidos,GREEN,img2492.jpg,102.40837067507748,102.6093866427135,114.23100164337698,90.38472373914198,46.20554254814597,51.25389221790922,41.774287451716155,41.81412238526649,0.6097999811172485,0.04094892740249634,0.34077683091163635,0.6097999811172485
 House Façade,Spyros Papaloukas,1925,Athens, Grecia,GREEN,img2493.jpg,140.33100606654486,141.28967326399166,151.45997203196933,128.24337290367362,46.35314790206452,55.96440074754548,36.5440800146711,41.32160723406422,0.2004793882369995,-0.10381346195936204,0.7657281756401062,0.2004793882369995
 The Recitation,Thomas Wilmer Dewing,1891,Detroit, Estados Unidos,GREEN,img2494.jpg,116.37308740519958,90.83005848788902,136.50364911349507,121.7855546142147,50.08923640557461,50.40109429724533,42.22184729974754,46.00934115010657,1.366482496261597,1.2160457372665403,1.2569299936294556,1.366482496261597
 George Washington Carver,Betsy Graves Reyneau,1942,Washington, D.C.,GREEN,img2495.jpg,128.50166209038915,131.6106523492125,132.47219018260878,121.42214373934613,54.26890132835339,53.664340231855746,51.509594595704,56.80396740001706,0.3836417198181152,0.39488935470581055,0.11034928262233734,0.3836417198181152
 A Merry Company in an Arbor,Sin especificar,1615,Los Angeles, Estados Unidos,GREEN,img2496.jpg,105.39671052407736,109.66810929988056,114.38836774898182,92.13365452336964,52.390675546100255,44.17737374803096,48.99906470811846,60.056611271005146,1.7776557207107544,0.5949693918228149,1.194153070449829,1.7776557207107544
 The Bare Trees at Jas de Bouffan,Paul Cézanne,1885,Tokyo, Japón,GREEN,img2497.jpg,121.4217898859163,136.36828996927602,134.50539456358644,93.39168512488644,41.70233145030216,41.45975242510823,32.93794839539153,35.11649869372097,0.8900526165962219,0.2717272341251373,1.0918776988983154,0.8900526165962219
 Mountain Landscape,Agustín de Riancho,1884,Madrid, España,GREEN,img2498.jpg,125.1536302299707,116.63590523532957,137.12492727291286,121.70005818166972,70.53973677739329,74.99107186494224,65.40627453973084,69.26854288480975,2.076511144638061,2.8490068912506104,1.7909430265426636,2.076511144638061
 The Gardener - Old Peasant with Cabbage,Camille Pissarro,1883,Washington,Estados Unidos,GREEN,img2499.jpg,109.25203210539387,112.49059396339659,120.47216976798784,94.79333258479723,34.923208304214185,39.69630570376457,29.87925910973003,29.06700637153605,0.967324197292328,0.8601925373077393,1.1220653057098389,0.967324197292328
 Huerto,León Giran-Max,1890,Barcelona, Barcelona,GREEN,img2500.jpg,96.50645272143908,89.43266747644662,124.68954465187969,75.39714603599097,43.01809610819559,41.00160837805765,39.69740660158901,31.697410945534983,1.272005319595337,0.27444911003112793,0.6451245546340942,1.272005319595337
 Lady with a Parasol,Francisco Miralles,1880,Madrid, España,GREEN,img2501.jpg,111.3987111569306,119.95379150547623,120.14705672202429,94.09528524329123,51.48101184948698,53.408122238989925,47.540336358397596,48.87986438945401,0.6831702589988708,-0.036801617592573166,0.8110952377319336,0.6831702589988708
 Winter Landscape,Joose de Momper II,1625,Raleigh, North Carolina,GREEN,img2502.jpg,132.78248221376148,139.00162296236564,138.03211219875678,121.31371148016208,58.49577993445016,57.51967619419932,58.11520785842514,58.15160571931947,0.3246282935142517,0.6482082009315491,0.7374059557914734,0.3246282935142517
 Der Rote Turm I,Lyonel Feininger,1930,Alemania,,GREEN,img2503.jpg,106.19315633856968,112.49093080464228,117.5496636691198,88.53887454194694,57.17129340956813,58.635112639960454,58.794975397433326,49.29948190756394,0.6749345660209656,-0.32272863388061523,-0.3972844481468201,0.6749345660209656
 Portrait of a Girl wth Dog,Ernest Narjot,1879,Los Angeles, Estados Unidos,GREEN,img2504.jpg,94.37341403913484,104.20608559850565,99.53193357082344,79.38222294807541,65.77286678987797,65.9066816735271,68.24850988714789,60.23813295715101,2.4266552925109863,1.5879065990447998,1.8850228786468504,2.4266552925109863
" Trecho do Jardim Botânico, Rio de Janeiro, RJ",Alberto da Veiga Guignard,1938,Rio de Janeiro, Brasil,GREEN,img2505.jpg,101.60932199641384,110.57895865018526,112.05212873459972,82.19687860445651,46.21717355748081,47.16119719009474,43.89220062999813,41.122111395965206,0.5258488059043884,-0.17404256761074066,-0.02901554480195045,0.5258488059043884
 Enclosed wheat field with rising sun,Vincent van Gogh,1889,Otterlo, Países Bajos,GREEN,img2506.jpg,92.9029556968701,95.8732762404434,116.84521634394554,65.99037450622136,53.45865877202035,48.575183859832755,45.49001151141013,53.27525958095192,2.3889005184173584,0.4713034629821777,0.5288550853729248,2.3889005184173584
 Still Life with Flowers and Fruit,Eelke Jelles Eelkema,1830,Amsterdam, Países Bajos,GREEN,img2507.jpg,114.3386513420912,126.50190366340372,126.47261888964876,90.04143147322112,55.03300005811264,55.19198983612688,54.12172644572423,47.170366776382345,0.014001687988638878,-0.2882452607154846,-0.3758398592472077,0.014001687988638878
 A Family of Birches,Willard L. Metcalf,1907,Washington, Estados Unidos,GREEN,img2508.jpg,71.43912189910414,71.81208341414121,83.24011677163185,59.265165511539365,35.376217116879076,33.618328699917186,34.27481093528711,34.08618090776528,0.7451425790786743,0.4869672656059265,0.4285557568073273,0.7451425790786743
 Still Life with a Punch Bowl,Nils Schillmark,1797,Helsinki, Finlandia,GREEN,img2509.jpg,124.52884756062292,135.74338821463934,133.2805479284263,104.5626065388031,49.05204745768047,44.138294567742605,49.11437453407049,47.50673935559086,3.0700151920318604,3.4054620265960693,3.570432424545288,3.0700151920318604
 River view in the winter,Aert van der Neer,1660,Amsterdam, Países Bajos,GREEN,img2510.jpg,119.38935445566116,127.23526829915586,126.39189947840643,104.54089558942114,39.05107689538486,34.49848278321897,38.20515165249349,39.9263091381631,0.9422715306282043,1.3037291765213013,1.2081587314605713,0.9422715306282043
 Untitled (posssibly The Cigarette),Frederic Remington,1908,Ogdensburg, Estados Unidos,GREEN,img2511.jpg,77.40401895837797,63.24937480223336,93.44726393042696,75.51541814247364,33.436026955912645,32.828262317209465,33.838749476195396,25.88129535875728,1.026653528213501,1.7206382751464844,1.274921417236328,1.026653528213501
 River Bank in Springtime,Vincent van Gogh,1887,Dallas, Estados Unidos,GREEN,img2512.jpg,121.19539854443752,130.7461850177097,139.65076707938226,93.18924353622064,38.38653424683185,32.22235143159132,32.75751978679063,33.06176238078807,0.6862521171569824,0.8738179206848145,0.8444123864173889,0.6862521171569824
 Caballo adolorido,Juan Del Prete,1924,Ciudad Autónoma de Buenos Aires, Argentina,GREEN,img2513.jpg,85.16703242862538,90.82615929528728,97.44104767834723,67.23389031224163,45.94220296276845,37.21354792407942,52.352702085962676,41.25687483326283,1.4323413372039795,0.4424703121185303,1.2531399726867676,1.4323413372039795
 The Banks of the Oise,Henri Rousseau,1907,Cambridge, Estados Unidos,GREEN,img2514.jpg,100.45751547258145,91.77718461962458,110.8448999173208,98.75046188079901,48.7105069272088,42.971243769143946,44.754379770167226,55.52025057897885,1.1725640296936035,1.2226158380508425,1.2605007886886597,1.1725640296936035
 Fishing Boats in a Calm Sea,Charles Brooking,1745,New Haven, CT,GREEN,img2515.jpg,133.51610883714918,143.90979799732568,142.051597954455,114.58693055966684,42.1906767206286,42.89325462584553,42.119176027733204,34.45440734783077,3.5831594467163086,1.1157268285751345,2.130918264389038,3.5831594467163086
 Hunter’s Supper,Frederic Remington,1909,Oklahoma City, Estados Unidos,GREEN,img2516.jpg,71.65905201305175,64.53874184691075,88.8342434851841,61.6041707070604,49.33341445006429,52.103428829891214,53.711928461667604,35.423609809822736,2.454136610031128,3.668910503387451,2.2647409439086914,2.454136610031128
 Ponce Silk-Cotton Tree,Francisco Oller y Cestero,1887,Ponce, Puerto Rico,GREEN,img2517.jpg,145.67702368436275,148.70028274250018,160.24849697353244,128.08229133705558,58.57730125593285,53.487215690892846,47.772663644996726,67.96873176439206,2.061119556427002,1.6000999212265017,1.620241403579712,2.061119556427002
 Still Life with Flowers and Fruit,Jan van Huysum,1728,Amsterdam, Países Bajos,GREEN,img2518.jpg,108.16816884252502,124.35282589390522,118.50618052649307,81.64550010717676,39.592731305410965,39.67072443660417,34.450616638283364,29.493595682635718,0.9303341507911682,0.4743736386299133,0.6319551467895508,0.9303341507911682
 Children and Fish and Crab,LEE Jungsup,1950,Seoul, Corea del Sur,GREEN,img2519.jpg,146.5118557911176,157.23292061774643,153.60377262195183,128.69887413365453,25.773241912921165,28.08451220342434,19.383193382622,18.595514346532426,1.847706913948059,1.2703708410263062,2.040936231613159,1.847706913948059
 Southern Night,Frank Tenney Johnson,1927,New York City, Estados Unidos,GREEN,img2521.jpg,86.94214496422336,84.08107666710899,99.30894466616994,77.43641355939123,36.691564093033755,39.8734072748088,36.183225362984686,29.802950276753933,0.8298413157463074,0.8032020926475525,0.9625177383422852,0.8298413157463074
 Silent evening - Scene from Lofoten,Anna Boberg,1910,Malmö, Suecia,GREEN,img2522.jpg,101.4980725195385,113.42069430125856,114.04621870183423,77.02730455552265,40.38741047653793,43.39176333521581,34.42013053442684,30.453487421702967,0.5981621146202087,0.16986097395420074,0.44796475768089294,0.5981621146202087
 Landscape. Aranjuez (unfinished work),Santiago Rusiñol,1931,Barcelona, España,GREEN,img2523.jpg,107.30360964522792,96.67705090385736,132.1191907644255,93.1145872674009,60.35772293576702,66.84486612966606,52.46029380560073,52.71413877607958,1.6961547136306765,2.0944035053253174,1.8322066068649288,1.6961547136306765
" Johnson Hall (Sir William Johnson Presenting Medals to the Indian Chiefs of the Six Nations at Johnstown, NY, 1772)",Edward Lamson Henry,1903,Albany, Estados Unidos,GREEN,img2524.jpg,138.6023538057957,150.7333340138207,146.3050760954996,118.76865130806685,57.01651974060654,52.202020929267924,50.66783566971046,62.13293525331156,-0.020436007529497147,0.018686797469854355,0.5295562744140625,-0.020436007529497147
 Danza a la Tierra,Diego Rivera,1939,Mexico City, México,GREEN,img2525.jpg,90.0078153973876,108.27077953230105,100.12155886045586,61.631107799405925,39.78169173760868,35.86821160224806,37.871553759511755,28.03399017057503,1.437976360321045,0.6582040786743164,0.7367153167724609,1.437976360321045
 Landscape in the Environs of The Hague,Willem Roelofs,1870,Amsterdam, Países Bajos,GREEN,img2526.jpg,134.93078422766385,143.92169972134042,146.85834294521737,114.01231001643377,52.389333983495334,48.540347984993744,50.471759676814614,51.66891963863014,0.8063507676124573,0.18162275850772852,0.5916986465454102,0.8063507676124573
 Study B,Amadeo de Souza-Cardoso,1913,Lisboa, Portugal,GREEN,img2527.jpg,152.90101971031652,171.0020720840266,165.07857587604244,122.62241117088058,62.057491746437854,65.06030426460468,51.233707893285896,57.4710859806087,-0.6295202970504761,1.6811364889144895,0.557650625705719,-0.6295202970504761
 Yellow Cactus,Georgia O'Keeffe,1929,Dallas, Estados Unidos,GREEN,img2528.jpg,159.59648460227214,167.79426145005053,180.44511018791653,130.55008216884934,32.70213174228531,26.550217238221997,18.50286522674344,28.55618980348798,0.7214874625205994,1.6052247285842896,1.879932165145874,0.7214874625205994
 Woman Picking Flowers,Pierre Bonnard,1916,Memphis, Estados Unidos,GREEN,img2529.jpg,85.36723521386017,101.36917800528738,99.60205779379193,55.1304698425012,40.609546722128684,36.709322117800326,36.184190931645695,30.29160814646832,1.2545632123947144,0.896210253238678,1.022369623184204,1.2545632123947144
 Autumn at Jeufosse,Claude Monet,1884,Potsdam, Alemania,GREEN,img2530.jpg,138.5074190134975,156.71951331543653,150.02010840163726,108.78263532341863,33.5271046192453,26.739256879529467,19.294367592455302,30.612980775395304,0.6895345449447632,1.3414446115493774,1.9209549427032468,0.6895345449447632
 Prospect reservoir,Arthur Streeton,1895,Sydney, Australia,GREEN,img2531.jpg,125.47262569452242,137.38905163878368,137.34936561565394,101.67945982912964,48.692983407106006,30.75276294241857,35.64186197797042,63.622105003429915,1.6287977695465088,1.4543676376342771,1.6865986585617063,1.6287977695465088
 Landscape from Jas de Bouffan,Paul Cézanne,1879,Oslo, Noruega,GREEN,img2532.jpg,99.22976996124625,96.18933540201492,110.75512662168646,90.74484786003737,43.35642722891323,54.29842322092588,34.33320956350636,36.03025550054864,0.7896395325660706,-0.05840212851762772,0.4138370156288147,0.7896395325660706
 Streamside,Edward Mitchell Bannister,1870,Savannah, Estados Unidos,GREEN,img2533.jpg,113.40700629791056,122.29616511345422,125.46432034623196,92.46053343404543,54.56399798174578,54.267148554111365,50.104237162853295,53.0394281779696,0.6281539797782898,1.8233540058135984,1.1875044107437134,0.6281539797782898
 Giverny,Theodore Robinson,1889,Washington,Estados Unidos,GREEN,img2534.jpg,138.3300840061652,137.0717165634027,143.4620237013749,134.45651175371802,50.477863828981704,55.14347547848626,45.84539577720439,49.583426190064046,0.2947196066379547,-0.014366772025823591,0.11764568090438846,0.2947196066379547
 Farmhouse at Balestrand,Amaldus Nielsen,1865,Oslo, Noruega,GREEN,img2535.jpg,58.03854280435648,68.67545856342312,72.02478334983516,33.415386499811156,33.32754579897048,32.89572427305107,29.693515521896416,21.29045935601621,3.2893223762512207,0.7270173430442809,1.3353201150894165,3.2893223762512207
 Florence,William Merritt Chase,1907,Washington,Estados Unidos,GREEN,img2536.jpg,146.4167202550467,147.47608937521053,158.80743908787477,132.9666323020547,49.00215124252365,36.00430442625608,42.74659501314344,61.19227169078695,1.3451859951019287,1.6232434511184692,1.2075532674789429,1.3451859951019287
" In the Garden, Giverny",Frederick Carl Frieseke,1900,New Orleans, Estados Unidos,GREEN,img2537.jpg,172.49116897522006,168.8826363441497,185.12070144637596,163.4701691351346,37.83765701746249,40.55612152408349,34.32653899147365,34.90056671745747,0.7166920900344849,0.6173136234283447,1.1082302331924438,0.7166920900344849
" Ready To Start. Self Portrait, 1917",Orpen,1917,London, Reino Unido,GREEN,img2538.jpg,87.7569094985829,89.60556910859556,97.5288713776807,76.13628800947238,58.91003219490239,59.67235308997849,57.65095297998762,57.382976148890066,1.6445304155349731,0.9981732964515686,0.7034572958946228,1.6445304155349731
 Maison de Bellevue et pigeonnier (House and Dovecote at Bellevue),Paul Cézanne,1890,Essen, Alemania,GREEN,img2539.jpg,155.97733296587015,160.84066388347338,174.5172146291174,132.57412038501974,42.76345900800683,45.51801026485858,28.238774091872358,41.25206782088709,0.4433850944042206,0.5411610603332521,1.335780143737793,0.4433850944042206
 Summer,John Henry Twachtman,1890,Washington,Estados Unidos,GREEN,img2540.jpg,143.315154113376,142.7357327317825,158.97058253120892,128.23914707713666,47.22749347342746,47.15815127980309,40.07233622283685,48.87648617303571,0.9816619157791138,0.4260142743587494,0.7469794154167175,0.9816619157791138
 La Berceuse (portrait of Madame Roulin),Vincent van Gogh,1888,Otterlo, Países Bajos,GREEN,img2541.jpg,56.23281514220485,67.79076034255732,75.58820647347629,25.31947861058089,53.20313519274906,59.34947921796244,50.60881132636838,30.728759645388426,8.405816078186035,3.924109935760498,1.7887481451034546,8.405816078186035
" Near Liverpool, New South Wales",W.C. PIGUENIT,1908,Canberra, Australia,GREEN,img2542.jpg,172.61943403865848,181.8117057436536,182.9013361369413,153.1452602353806,56.76272337654191,49.08412253359229,49.60038640231409,65.01624461653014,1.4403501749038696,1.5618661642074585,1.6270772218704224,1.4403501749038696
 Birches in Laxenburg,Matija Jama,1909,Ljubljana, Eslovenia,GREEN,img2543.jpg,107.05554818360909,112.69376027110614,123.24241341648887,85.23047086323223,31.324888349011985,30.038265972085355,27.73766882672076,22.40384239437924,1.751661777496338,1.1182090044021606,0.9799420833587646,1.751661777496338
 La visita inoportuna,Eduardo Zamacois,1868,Bilbao, España,GREEN,img2545.jpg,76.9427029638627,87.49907623840194,88.76944747828396,54.559585174902274,54.90453534300589,55.45003690313349,56.525790720597975,44.95930971524319,1.9854767322540283,0.30633679032325745,0.1499871462583542,1.9854767322540283
 The Forest,Şeker Ahmed Paşa,1894,Istanbul, Turquía,GREEN,img2546.jpg,88.61164586076548,104.5556145311272,116.20506486745808,45.07425818371117,48.59643835609342,32.88814403410466,35.34030873519313,42.93207411718522,1.9104825258255005,1.0946639776229858,1.0533773899078371,1.9104825258255005
 Hoarfrost at Pontoise,Gustave Loiseau,1906,Potsdam, Alemania,GREEN,img2547.jpg,161.399034388429,171.1954495809899,166.84525717318743,146.15639641110963,25.838156697467042,28.09929482245357,21.62608506489936,19.687660959628342,1.8948712348937988,1.329940915107727,2.413891792297364,1.8948712348937988
 Many Waters,Arthur B. Davies,1905,Washington,Estados Unidos,GREEN,img2548.jpg,59.60424215823373,50.2214373934612,72.14772019720523,56.44356888403475,29.42971409487252,32.264286290909254,27.812461917879357,22.98785081751522,2.6546556949615483,3.4198358058929443,3.4379260540008545,2.6546556949615483
" Marcia Pitt and Her Brother George Pitt, Later second Baron Rivers, Riding in the Park at Stratfield Saye House, Hampshire",Thomas Gooch,1782,New Haven, CT,GREEN,img2549.jpg,112.56826819368031,123.69248435729669,123.1143014627076,90.89801876103664,58.261872412471504,56.41974427251883,61.03484525625754,50.69842934796215,1.1047031879425049,0.4950680136680603,0.2099836766719818,1.1047031879425049
 Girl´s Dream,Jan Preisler,1906,Olomouc, Chequia,GREEN,img2550.jpg,108.09222985502217,112.78858618542601,122.39898335187661,89.08912002776388,40.38115258028084,51.61786410807596,32.583301463295506,24.041212122088474,1.4209439754486084,-0.14723439514636993,0.8390445113182068,1.4209439754486084
 Evening Silhouette,Arthur Lismer,1926,Vaughan, Canadá,GREEN,img2551.jpg,92.64979398245023,97.81719727668957,98.01074829793095,82.12143637273014,50.24773077079669,49.245388216905695,54.83583605174729,44.45377334692081,1.155207872390747,0.9335642457008362,0.9594760537147522,1.155207872390747
 Tivoli,Richard Wilson,1765,Fort Worth, Estados Unidos,GREEN,img2553.jpg,96.99648868519634,105.20028784615542,105.09146770917332,80.6977105002603,58.74346083845668,55.92115626807704,59.61221483674573,57.211096138276645,1.5549737215042114,1.5228627920150757,1.4722107648849487,1.5549737215042114
 Along the Erie Canal,Arthur B. Davies,1890,Washington,Estados Unidos,GREEN,img2554.jpg,80.47860377602439,88.34887566475109,92.50282232134657,60.584113341975524,42.764855463052776,38.21252851715109,39.89309063606353,42.80804610464611,2.334665060043335,0.9675055146217346,1.1230306625366209,2.334665060043335
 Playa de Villerville. Normandía,Carlos de Haes,1877,Bilbao, España,GREEN,img2555.jpg,150.2430768916698,158.18173095571052,163.89524237258723,128.6522573467117,64.8044744390387,57.98271296804163,66.69290863830167,63.8228275533065,1.8164615631103518,2.381475687026977,2.6939682960510254,1.8164615631103518
" Still Life, Winter Cherries",Mark Gertler,1911,London, Reino Unido,GREEN,img2556.jpg,44.96222954880285,52.09853116802254,54.23977993038614,28.548377547999877,36.980195860758144,52.43161271570282,24.737622090943198,18.30755089106058,3.1024909019470215,3.6704840660095215,2.679055690765381,3.1024909019470215
 Western Forest,Emily Carr,1931,Toronto, Canadá,GREEN,img2557.jpg,55.48694995355674,37.96990884871745,76.90465351284591,51.58628749910685,33.0336091527254,32.82299764875234,33.62549980962643,16.87763805934078,2.351909875869751,1.75300395488739,1.0323201417922974,2.351909875869751
 Mattino d'estate,Pietro Chiesa,1910,Milan, Italia,GREEN,img2558.jpg,113.65911665935144,116.98708775224816,127.4229092876318,96.56735293817431,52.390424487999105,51.957923819426576,51.054754145890996,49.349875373353136,0.00985265988856554,-0.313676118850708,-0.583559513092041,0.00985265988856554
 Under the Orange Tree (Sous l'oranger),Berthe Morisot,1889,Kansas City, Missouri,GREEN,img2559.jpg,134.2976247588523,134.95517969970092,146.80590799130337,121.13178658555258,41.1679740696626,45.14276674325574,37.07051158350546,36.63448137988937,0.30191469192504883,-0.17984415590763092,0.2337005138397217,0.30191469192504883
 Cuevas de Manacor,William Degouve de Nuncques,1901,Barcelona, Barcelona,GREEN,img2560.jpg,92.9229075864134,88.03776704876032,114.35850115852972,76.37245455195011,58.17747281098878,55.834985025488216,63.065938396582524,47.97634963056723,0.25537025928497314,0.197534054517746,-0.7240425348281859,0.25537025928497314
 The Mediterranean,Gustave Courbet,1857,Washington,Estados Unidos,GREEN,img2561.jpg,104.98394390062164,106.86483479467995,122.34672192224069,85.74027498494422,51.74568914811061,51.30992485669844,56.5392095931167,39.09137784095975,3.0102596282958984,2.357466459274292,2.8262221813201904,3.0102596282958984
 Self-portrait,Mário Eloy,1936,Lisboa, Portugal,GREEN,img2562.jpg,93.8800130653574,120.2860394614623,93.39616613418531,67.9578336004246,47.055984183770846,50.953800833633565,39.07309606155911,33.91649394002384,0.6507558226585388,0.13793618977069855,0.11725514382123947,0.6507558226585388
 Ice Scene,Ostade,1640,Den Haag, Países Bajos,GREEN,img2563.jpg,124.0884225282147,133.4760893752105,128.6697832987986,110.119394910635,46.536983293044926,43.40917932900217,46.94817335995178,45.873017366167915,2.6934001445770264,2.764230966567993,2.23469614982605,2.6934001445770264
